Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
2022-12-25T18:30:00.000Z,2052.75,2108,2051,2091.05,1.37,1.26,"11,54,610"
2022-12-26T18:30:00.000Z,2101.55,2128,2085,2124.1,1.58,1.47,"10,59,351"
2022-12-27T18:30:00.000Z,2129,2136,2113.65,2121.1,-0.14,-0.25,"11,53,883"
2022-12-28T18:30:00.000Z,2109.65,2120.55,2094.15,2110.9,-0.48,-0.59,"15,17,150"
2022-12-29T18:30:00.000Z,2115,2133,2081.1,2085.8,-1.19,-1.3,"11,89,427"
2023-01-01T18:30:00.000Z,2092.9,2097.6,2075.05,2089.45,0.17,0.06,"8,07,344"
2023-01-02T18:30:00.000Z,2088,2096.8,2067.95,2088.95,-0.02,-0.14,"12,60,225"
2023-01-03T18:30:00.000Z,2090.95,2101.45,2058,2070.55,-0.88,-0.99,"10,15,547"
2023-01-04T18:30:00.000Z,2080,2099.2,2068.5,2087.35,0.81,0.7,"18,81,403"
2023-01-05T18:30:00.000Z,2090.2,2121.7,2071.85,2086.55,-0.04,-0.15,"18,77,917"
2023-01-08T18:30:00.000Z,2108,2127.3,2100.75,2121.7,1.68,1.57,"18,44,365"
2023-01-09T18:30:00.000Z,2131.9,2131.9,2097.2,2106.65,-0.71,-0.82,"14,25,414"
2023-01-10T18:30:00.000Z,2106.1,2140,2097.1,2125.35,0.89,0.78,"14,55,621"
2023-01-11T18:30:00.000Z,2118.1,2164.65,2118.1,2159.75,1.62,1.51,"27,26,901"
2023-01-12T18:30:00.000Z,2161.9,2164.85,2117.2,2153.4,-0.29,-0.41,"21,80,210"
2023-01-15T18:30:00.000Z,2147,2161,2132.3,2137.2,-0.75,-0.86,"10,09,649"
2023-01-16T18:30:00.000Z,2139.9,2217.8,2136.4,2213.1,3.55,3.44,"46,45,453"
2023-01-17T18:30:00.000Z,2221,2274.8,2200,2266.5,2.41,2.3,"40,90,049"
2023-01-18T18:30:00.000Z,2259.85,2283.8,2241,2273.1,0.29,0.18,"21,76,835"
2023-01-19T18:30:00.000Z,2282.45,2297.65,2238.45,2249.95,-1.02,-1.13,"19,62,410"
2023-01-22T18:30:00.000Z,2255,2273.3,2227,2233.5,-0.73,-0.84,"14,66,706"
2023-01-23T18:30:00.000Z,2244.7,2252.3,2200,2207.5,-1.16,-1.28,"10,36,962"
2023-01-24T18:30:00.000Z,2201,2205,2155,2174.7,-1.49,-1.6,"21,34,447"
2023-01-26T18:30:00.000Z,2174.7,2195,2127.1,2159.85,-0.68,-0.79,"16,47,900"
2023-01-29T18:30:00.000Z,2129.4,2173.25,2083.8,2112.9,-2.17,-2.29,"34,41,304"
2023-01-30T18:30:00.000Z,2119.95,2132.75,2072.65,2124.4,0.54,0.43,"45,16,463"
2023-01-31T18:30:00.000Z,2133,2215.95,2080.3,2145.55,1,0.88,"68,68,872"
2023-02-01T18:30:00.000Z,2135.6,2166.95,2107.85,2144.9,-0.03,-0.14,"34,88,506"
2023-02-02T18:30:00.000Z,2176.95,2181.85,2131.05,2166.55,1.01,0.9,"20,45,634"
2023-02-05T18:30:00.000Z,2164.25,2181.6,2142.3,2156.1,-0.48,-0.59,"13,32,484"
2023-02-06T18:30:00.000Z,2162.25,2172,2150.05,2165.3,0.43,0.31,"10,89,248"
2023-02-07T18:30:00.000Z,2160.55,2175.25,2125.55,2130.85,-1.59,-1.7,"14,52,145"
2023-02-08T18:30:00.000Z,2150,2151.95,2135.7,2147.4,0.78,0.66,"15,63,181"
2023-02-09T18:30:00.000Z,2140.2,2169.95,2137.55,2163.85,0.77,0.65,"14,54,665"
2023-02-12T18:30:00.000Z,2173,2210.4,2160.2,2203.3,1.82,1.71,"29,78,938"
2023-02-13T18:30:00.000Z,2215,2216,2182.15,2191.65,-0.53,-0.64,"18,74,906"
2023-02-14T18:30:00.000Z,2186,2187.85,2157.25,2175.05,-0.76,-0.87,"19,46,344"
2023-02-15T18:30:00.000Z,2186.8,2202.3,2171.7,2178.3,0.15,0.04,"24,64,602"
2023-02-16T18:30:00.000Z,2169.8,2249,2160,2226.35,2.21,2.09,"37,53,179"
2023-02-19T18:30:00.000Z,2233.7,2252,2215,2225.5,-0.04,-0.15,"17,79,752"
2023-02-20T18:30:00.000Z,2239,2262,2222.7,2229.45,0.18,0.07,"18,82,604"
2023-02-21T18:30:00.000Z,2229,2241,2182.05,2194.75,-1.56,-1.67,"21,03,097"
2023-02-22T18:30:00.000Z,2204,2208.2,2153.5,2159.15,-1.62,-1.73,"20,00,556"
2023-02-23T18:30:00.000Z,2160,2172.3,2118.75,2134.05,-1.16,-1.27,"14,79,060"
2023-02-26T18:30:00.000Z,2134.05,2139.9,2082.1,2113.7,-0.95,-1.07,"13,98,112"
2023-02-27T18:30:00.000Z,2115,2138.3,2085,2109.15,-0.22,-0.33,"21,08,587"
2023-02-28T18:30:00.000Z,2100,2130,2100,2115.3,0.29,0.18,"13,89,077"
2023-03-01T18:30:00.000Z,2129.95,2149,2107.55,2121.6,0.3,0.19,"17,27,640"
2023-03-02T18:30:00.000Z,2140,2159.9,2132.25,2152.05,1.44,1.32,"18,21,066"
2023-03-05T18:30:00.000Z,2158.25,2184.85,2139.8,2141.15,-0.51,-0.62,"18,21,012"
2023-03-07T18:30:00.000Z,2152,2189.6,2140.6,2170.8,1.38,1.27,"29,65,342"
2023-03-08T18:30:00.000Z,2174.95,2199,2171.5,2193.2,1.03,0.92,"18,73,933"
2023-03-09T18:30:00.000Z,2171.5,2182,2133,2157.85,-1.61,-1.72,"19,00,535"
2023-03-12T18:30:00.000Z,2164.05,2178.95,2107,2133.85,-1.11,-1.22,"23,34,468"
2023-03-13T18:30:00.000Z,2144.35,2171,2134.4,2144.2,0.49,0.37,"28,71,343"
2023-03-14T18:30:00.000Z,2164.2,2212.45,2160,2176.65,1.51,1.4,"30,44,201"
2023-03-15T18:30:00.000Z,2184.9,2187,2132,2173.6,-0.14,-0.25,"29,46,792"
2023-03-16T18:30:00.000Z,2186.7,2228.9,2186.7,2195.75,1.02,0.91,"32,86,473"
2023-03-19T18:30:00.000Z,2191.1,2205,2152,2177.55,-0.83,-0.94,"19,96,773"
2023-03-20T18:30:00.000Z,2182.7,2227,2182,2208.45,1.42,1.31,"31,78,680"
2023-03-21T18:30:00.000Z,2219.5,2246.25,2207.9,2213.95,0.25,0.14,"19,56,033"
2023-03-22T18:30:00.000Z,2214,2242,2200.55,2206.65,-0.33,-0.44,"24,55,799"
2023-03-23T18:30:00.000Z,2206,2219.35,2153.05,2166.15,-1.84,-1.95,"14,49,544"
2023-03-26T18:30:00.000Z,2175.05,2190,2150,2154,-0.56,-0.67,"15,40,581"
2023-03-27T18:30:00.000Z,2167.75,2169.8,2122.45,2133.6,-0.95,-1.06,"16,27,243"
2023-03-28T18:30:00.000Z,2137.65,2159.3,2121,2147.45,0.65,0.54,"23,72,385"
2023-03-30T18:30:00.000Z,2156.5,2176.95,2150.55,2164.2,0.78,0.67,"14,89,542"
2023-04-02T18:30:00.000Z,2180,2183.5,2155,2170.15,0.27,0.16,"12,31,654"
2023-04-04T18:30:00.000Z,2170,2262.5,2165,2257.75,4.04,3.92,"27,63,363"
2023-04-05T18:30:00.000Z,2257.75,2291.65,2254.45,2274.25,0.73,0.62,"23,89,899"
2023-04-09T18:30:00.000Z,2284.9,2319.9,2278.05,2309.7,1.56,1.45,"19,55,914"
2023-04-10T18:30:00.000Z,2320,2330,2287.3,2301.5,-0.36,-0.47,"13,42,440"
2023-04-11T18:30:00.000Z,2304,2312.7,2281.95,2288.5,-0.56,-0.68,"11,65,839"
2023-04-12T18:30:00.000Z,2294.8,2295,2242.45,2258.75,-1.3,-1.41,"19,56,668"
2023-04-16T18:30:00.000Z,2258.75,2273.8,2201.15,2214,-1.98,-2.09,"41,25,850"
2023-04-17T18:30:00.000Z,2220,2230,2188,2216.6,0.12,0.01,"28,48,601"
2023-04-18T18:30:00.000Z,2208.1,2235,2208.1,2219.6,0.14,0.02,"19,70,015"
2023-04-19T18:30:00.000Z,2225,2251.45,2222.25,2232.75,0.59,0.48,"18,98,996"
2023-04-20T18:30:00.000Z,2240.15,2243,2202,2215.2,-0.79,-0.9,"10,09,316"
2023-04-23T18:30:00.000Z,2220,2232.7,2186.55,2228.9,0.62,0.51,"12,39,073"
2023-04-24T18:30:00.000Z,2231.05,2254,2218.1,2247.95,0.85,0.74,"13,50,118"
2023-04-25T18:30:00.000Z,2247.85,2287.3,2244.05,2276.15,1.25,1.14,"18,94,812"
2023-04-26T18:30:00.000Z,2275.75,2310,2267.1,2305.6,1.29,1.18,"12,52,989"
2023-04-27T18:30:00.000Z,2312.3,2369,2312.3,2364.4,2.55,2.44,"28,84,961"
2023-05-01T18:30:00.000Z,2373.2,2416.35,2373.2,2384.45,0.85,0.74,"18,40,153"
2023-05-02T18:30:00.000Z,2384.1,2390,2348.5,2356.3,-1.18,-1.29,"9,98,235"
2023-05-03T18:30:00.000Z,2361.8,2381.65,2342.85,2356.9,0.03,-0.09,"12,30,912"
2023-05-04T18:30:00.000Z,2357,2406.95,2357,2377.5,0.87,0.76,"24,25,866"
2023-05-07T18:30:00.000Z,2377.45,2385,2354.05,2365.4,-0.51,-0.62,"15,83,576"
2023-05-08T18:30:00.000Z,2367.65,2401.9,2367.65,2374.35,0.38,0.27,"14,17,301"
2023-05-09T18:30:00.000Z,2387,2388.95,2350,2364.45,-0.42,-0.53,"16,75,409"
2023-05-10T18:30:00.000Z,2300,2314.05,2237.35,2242.15,-5.17,-5.28,"94,70,848"
2023-05-11T18:30:00.000Z,2222.65,2235,2197.35,2221.1,-0.94,-1.05,"53,67,292"
2023-05-14T18:30:00.000Z,2220.9,2260,2215,2246.85,1.16,1.05,"26,62,740"
2023-05-15T18:30:00.000Z,2254.6,2255,2223.1,2227.2,-0.87,-0.99,"25,28,855"
2023-05-16T18:30:00.000Z,2224.35,2244,2210.2,2219.6,-0.34,-0.45,"19,61,004"
2023-05-17T18:30:00.000Z,2230,2233.55,2181,2188.2,-1.41,-1.53,"22,90,757"
2023-05-18T18:30:00.000Z,2192,2199.05,2168.5,2190.05,0.08,-0.03,"17,29,803"
2023-05-21T18:30:00.000Z,2190,2222,2178.4,2216.6,1.21,1.1,"11,12,099"
2023-05-22T18:30:00.000Z,2225.6,2228.6,2194,2197.65,-0.85,-0.97,"22,65,389"
2023-05-23T18:30:00.000Z,2200,2208.5,2176,2185.15,-0.57,-0.68,"26,48,479"
2023-05-24T18:30:00.000Z,2190,2207.3,2178,2204.7,0.89,0.78,"16,89,521"
2023-05-25T18:30:00.000Z,2209,2220.75,2201,2218.45,0.62,0.51,"12,49,128"
2023-05-28T18:30:00.000Z,2225,2241.8,2220.2,2224.55,0.27,0.16,"13,69,656"
2023-05-29T18:30:00.000Z,2230,2237,2207.2,2210.8,-0.62,-0.73,"17,16,729"
2023-05-30T18:30:00.000Z,2201.1,2224,2200,2205.65,-0.23,-0.35,"28,09,284"
2023-05-31T18:30:00.000Z,2217,2222,2202.15,2207.8,0.1,-0.01,"10,49,488"
2023-06-01T18:30:00.000Z,2221,2237.3,2212.15,2234.55,1.21,1.1,"13,99,950"
2023-06-04T18:30:00.000Z,2245,2272.8,2240,2268.3,1.51,1.4,"23,44,944"
2023-06-05T18:30:00.000Z,2269,2280.7,2263.7,2277.95,0.43,0.31,"16,77,680"
2023-06-06T18:30:00.000Z,2278,2318,2278,2315.5,1.65,1.54,"21,28,603"
2023-06-07T18:30:00.000Z,2316.95,2345.05,2312.75,2340.3,1.07,0.96,"25,56,995"
2023-06-08T18:30:00.000Z,2345,2368.85,2338.25,2363,0.97,0.86,"25,01,720"
2023-06-11T18:30:00.000Z,2365,2370,2333.1,2339.95,-0.98,-1.09,"11,72,382"
2023-06-12T18:30:00.000Z,2345.85,2357.9,2327.1,2354.4,0.62,0.51,"16,88,768"
2023-06-13T18:30:00.000Z,2352.9,2360,2340,2355.05,0.03,-0.08,"10,13,564"
2023-06-14T18:30:00.000Z,2355,2369.5,2349,2361.3,0.27,0.15,"25,61,534"
2023-06-15T18:30:00.000Z,2363.75,2380,2352.25,2366.8,0.23,0.12,"17,94,542"
2023-06-18T18:30:00.000Z,2379,2419.9,2361,2366.35,-0.02,-0.13,"31,11,256"
2023-06-19T18:30:00.000Z,2364.95,2389.65,2354.45,2382,0.66,0.55,"17,71,306"
2023-06-20T18:30:00.000Z,2382,2412,2382,2394.45,0.52,0.41,"16,07,299"
2023-06-21T18:30:00.000Z,2394.6,2424,2380,2416.25,0.91,0.8,"17,41,775"
2023-06-22T18:30:00.000Z,2418.95,2427,2383.25,2389.55,-1.11,-1.22,"12,12,955"
2023-06-25T18:30:00.000Z,2398.1,2403.85,2367.95,2377.55,-0.5,-0.61,"7,93,572"
2023-06-26T18:30:00.000Z,2387.45,2396.95,2371.55,2388.05,0.44,0.33,"10,12,317"
2023-06-27T18:30:00.000Z,2400,2432.9,2390.05,2421.45,1.4,1.29,"17,34,938"
2023-06-29T18:30:00.000Z,2420,2483.5,2415.05,2475.55,2.23,2.12,"26,90,699"
2023-07-02T18:30:00.000Z,2478.2,2492.4,2448,2454.05,-0.87,-0.98,"10,78,456"
2023-07-03T18:30:00.000Z,2458.2,2484.4,2458.2,2461.85,0.32,0.21,"14,41,581"
2023-07-04T18:30:00.000Z,2461,2484.95,2454.35,2470.8,0.36,0.25,"11,91,896"
2023-07-05T18:30:00.000Z,2468.1,2499.95,2467.55,2488.6,0.72,0.61,"17,96,824"
2023-07-06T18:30:00.000Z,2482.75,2504,2444.6,2449.35,-1.58,-1.69,"18,37,661"
2023-07-09T18:30:00.000Z,2450,2463.35,2420,2438.75,-0.43,-0.54,"11,78,479"
2023-07-10T18:30:00.000Z,2447.2,2479,2447.2,2474.55,1.47,1.36,"12,19,658"
2023-07-11T18:30:00.000Z,2480.3,2485.95,2447.8,2454.95,-0.79,-0.9,"18,22,435"
2023-07-12T18:30:00.000Z,2466,2484.9,2446.25,2450.15,-0.2,-0.31,"11,41,663"
2023-07-13T18:30:00.000Z,2450.25,2477.05,2448.65,2472.25,0.9,0.79,"8,45,623"
2023-07-16T18:30:00.000Z,2475,2494,2465,2468.8,-0.14,-0.25,"8,78,697"
2023-07-17T18:30:00.000Z,2469,2489.95,2468.1,2474.7,0.24,0.13,"7,20,865"
2023-07-18T18:30:00.000Z,2474.6,2502.95,2466.4,2494.15,0.79,0.67,"14,31,080"
2023-07-19T18:30:00.000Z,2494,2495.7,2469.05,2489.7,-0.18,-0.29,"10,45,704"
2023-07-20T18:30:00.000Z,2522,2595,2521.1,2586.25,3.88,3.77,"46,10,417"
2023-07-23T18:30:00.000Z,2637.65,2638,2583.9,2605.25,0.73,0.62,"21,55,297"
2023-07-24T18:30:00.000Z,2616,2617.75,2553,2560.9,-1.7,-1.81,"20,68,876"
2023-07-25T18:30:00.000Z,2591,2673.85,2585,2646.25,3.33,3.22,"58,20,099"
2023-07-26T18:30:00.000Z,2668.95,2676.35,2646.45,2660.2,0.53,0.42,"21,17,794"
2023-07-27T18:30:00.000Z,2660.15,2668.15,2625,2649.55,-0.4,-0.51,"13,25,724"
2023-07-30T18:30:00.000Z,2655,2690,2631.1,2681.35,1.2,1.09,"12,84,981"
2023-07-31T18:30:00.000Z,2681.35,2689,2655.35,2666.65,-0.55,-0.66,"12,98,745"
2023-08-01T18:30:00.000Z,2638,2644.95,2602.7,2622.15,-1.67,-1.78,"14,79,486"
2023-08-02T18:30:00.000Z,2615,2642.75,2586.3,2598.1,-0.92,-1.03,"16,12,618"
2023-08-03T18:30:00.000Z,2605,2635,2598.5,2626.9,1.11,1,"11,01,278"
2023-08-06T18:30:00.000Z,2628,2654,2623.1,2635.9,0.34,0.23,"11,63,125"
2023-08-07T18:30:00.000Z,2639.05,2649.5,2628.3,2632.2,-0.14,-0.25,"7,67,310"
2023-08-08T18:30:00.000Z,2635,2655,2615.25,2651.6,0.74,0.62,"9,06,865"
2023-08-09T18:30:00.000Z,2640.1,2661.6,2621.65,2643.5,-0.31,-0.42,"10,40,041"
2023-08-10T18:30:00.000Z,2642.05,2656.9,2631.25,2638.5,-0.19,-0.3,"13,20,121"
2023-08-13T18:30:00.000Z,2637,2663.55,2616,2659.9,0.81,0.7,"13,64,413"
2023-08-15T18:30:00.000Z,2669,2695,2652.05,2691.05,1.17,1.06,"17,03,875"
2023-08-16T18:30:00.000Z,2691.05,2691.05,2642,2652.5,-1.43,-1.54,"16,29,067"
2023-08-17T18:30:00.000Z,2650,2674.7,2632.75,2641.95,-0.4,-0.51,"18,98,966"
2023-08-20T18:30:00.000Z,2641.85,2666.6,2623.45,2662.25,0.77,0.66,"13,76,318"
2023-08-21T18:30:00.000Z,2668,2685.65,2662,2678.8,0.62,0.51,"14,97,180"
2023-08-22T18:30:00.000Z,2689.55,2726,2682.45,2717.6,1.45,1.34,"19,90,672"
2023-08-23T18:30:00.000Z,2747.5,2766.8,2680.6,2688.15,-1.08,-1.2,"26,19,182"
2023-08-24T18:30:00.000Z,2677.45,2682.7,2631,2638.4,-1.85,-1.96,"14,08,427"
2023-08-27T18:30:00.000Z,2653.55,2700,2650.05,2695.35,2.16,2.05,"15,51,734"
2023-08-28T18:30:00.000Z,2710,2722.1,2696.3,2718.95,0.88,0.76,"11,01,830"
2023-08-29T18:30:00.000Z,2722.95,2737.65,2707,2709,-0.37,-0.48,"19,20,079"
2023-08-30T18:30:00.000Z,2720,2724.6,2678.35,2702.7,-0.23,-0.34,"24,39,625"
2023-08-31T18:30:00.000Z,2710,2715.95,2688.3,2702.1,-0.02,-0.13,"12,63,430"
2023-09-03T18:30:00.000Z,2733,2742,2705,2711.1,0.33,0.22,"15,48,282"
2023-09-04T18:30:00.000Z,2720.5,2739,2720,2732.95,0.81,0.69,"10,66,447"
2023-09-05T18:30:00.000Z,2740,2742.8,2712,2730.45,-0.09,-0.2,"17,47,425"
2023-09-06T18:30:00.000Z,2733,2855.95,2730,2846.4,4.25,4.13,"41,00,519"
2023-09-07T18:30:00.000Z,2888,2928.7,2872.45,2901.6,1.94,1.83,"36,38,510"
2023-09-10T18:30:00.000Z,2905,2926,2890.05,2894.2,-0.26,-0.37,"15,45,803"
2023-09-11T18:30:00.000Z,2951.6,3009,2932.45,2944.1,1.72,1.61,"77,88,759"
2023-09-12T18:30:00.000Z,2943.5,2943.7,2888.45,2906.75,-1.27,-1.38,"24,58,417"
2023-09-13T18:30:00.000Z,2924.9,2931.65,2906,2918.6,0.41,0.3,"19,10,041"
2023-09-14T18:30:00.000Z,2933,2934.95,2900,2908.55,-0.34,-0.46,"16,55,275"
2023-09-17T18:30:00.000Z,2910,2930,2907,2919.85,0.39,0.28,"7,36,631"
2023-09-19T18:30:00.000Z,2926.95,2944.95,2886.05,2890,-1.02,-1.13,"13,99,240"
2023-09-20T18:30:00.000Z,2885.05,2905.1,2846.05,2899.35,0.32,0.21,"24,44,711"
2023-09-21T18:30:00.000Z,2908.7,2936.45,2902.25,2918.5,0.66,0.55,"19,65,569"
2023-09-24T18:30:00.000Z,2917.95,2923.8,2871,2902.5,-0.55,-0.66,"10,49,532"
2023-09-25T18:30:00.000Z,2915,2944,2910,2912.55,0.35,0.23,"9,53,456"
2023-09-26T18:30:00.000Z,2922,2994.9,2911.65,2965.05,1.8,1.69,"29,03,693"
2023-09-27T18:30:00.000Z,2989,3050.5,2978.25,3010,1.52,1.4,"40,81,102"
2023-09-28T18:30:00.000Z,3040,3058.35,3005.25,3023.55,0.45,0.34,"26,98,016"
2023-10-02T18:30:00.000Z,3040.5,3077.45,2995.1,3073.25,1.64,1.53,"32,54,492"
2023-10-03T18:30:00.000Z,3064.1,3064.1,2990.05,3027.75,-1.48,-1.59,"31,00,946"
2023-10-04T18:30:00.000Z,3032.55,3114.9,3032.55,3096.05,2.26,2.14,"34,13,447"
2023-10-05T18:30:00.000Z,3114.95,3114.95,3073.15,3093.7,-0.08,-0.19,"18,98,118"
2023-10-08T18:30:00.000Z,3075,3085,3055.55,3074.7,-0.61,-0.73,"11,81,760"
2023-10-09T18:30:00.000Z,3073.85,3099,3072.15,3076,0.04,-0.07,"15,51,789"
2023-10-10T18:30:00.000Z,3090,3110,3084.4,3088.7,0.41,0.3,"20,66,921"
2023-10-11T18:30:00.000Z,3094,3105.05,3067.05,3081.75,-0.23,-0.34,"18,70,280"
2023-10-12T18:30:00.000Z,3067.75,3099,3063.5,3089.6,0.25,0.14,"14,37,808"
2023-10-15T18:30:00.000Z,3098.95,3113.25,3074.7,3101.9,0.4,0.29,"8,18,794"
2023-10-16T18:30:00.000Z,3109.9,3114.2,3063,3066.3,-1.15,-1.26,"18,47,182"
2023-10-17T18:30:00.000Z,3068.65,3079.15,3037.15,3045.6,-0.68,-0.79,"13,50,839"
2023-10-18T18:30:00.000Z,3025.6,3069.9,3007.15,3054.4,0.29,0.18,"15,99,104"
2023-10-19T18:30:00.000Z,3039.95,3056.25,2977.3,3012.35,-1.38,-1.49,"16,67,471"
2023-10-22T18:30:00.000Z,3003,3006.9,2949,2958.3,-1.79,-1.91,"16,14,030"
2023-10-24T18:30:00.000Z,2959,2965.5,2910.3,2916.1,-1.43,-1.54,"21,08,353"
2023-10-25T18:30:00.000Z,2906,2916.15,2857.05,2864.6,-1.77,-1.88,"32,86,109"
2023-10-26T18:30:00.000Z,2864.65,2910.55,2857.65,2901.9,1.3,1.19,"23,99,538"
2023-10-29T18:30:00.000Z,2899.2,2932,2856.15,2926.35,0.84,0.73,"16,93,052"
2023-10-30T18:30:00.000Z,2929.95,2951.55,2907.95,2929.05,0.09,-0.02,"15,56,467"
2023-10-31T18:30:00.000Z,2947.45,2983.15,2871.05,2895.3,-1.15,-1.26,"38,75,595"
2023-11-01T18:30:00.000Z,2935,2937.85,2903.2,2918.1,0.79,0.68,"14,51,606"
2023-11-02T18:30:00.000Z,2934,2948.05,2905,2911.25,-0.23,-0.35,"11,36,175"
2023-11-05T18:30:00.000Z,2933,2979,2927.25,2975.45,2.21,2.09,"12,35,499"
2023-11-06T18:30:00.000Z,2970,2983.6,2956.1,2961.3,-0.48,-0.59,"11,12,206"
2023-11-07T18:30:00.000Z,2974.7,3002.75,2961,2996.45,1.19,1.07,"10,13,438"
2023-11-08T18:30:00.000Z,3003,3028.7,2997,3024.85,0.95,0.84,"17,19,911"
2023-11-09T18:30:00.000Z,3021.05,3044,3005.25,3033.25,0.28,0.17,"9,47,753"
2023-11-11T18:30:00.000Z,3054.95,3060,3044,3052,0.62,0.51,"2,56,389"
2023-11-12T18:30:00.000Z,3050,3054.35,3031.65,3048.5,-0.11,-0.23,"5,31,769"
2023-11-14T18:30:00.000Z,3062.35,3071.05,3055,3064.95,0.54,0.43,"11,60,184"
2023-11-15T18:30:00.000Z,3057.95,3082.1,3045,3051.15,-0.45,-0.56,"15,97,607"
2023-11-16T18:30:00.000Z,3050,3115.45,3045.15,3109,1.9,1.78,"13,25,050"
2023-11-19T18:30:00.000Z,3095.1,3111.95,3076.2,3088.8,-0.65,-0.76,"12,31,164"
2023-11-20T18:30:00.000Z,3088.5,3099,3062.45,3074.85,-0.45,-0.56,"18,84,782"
2023-11-21T18:30:00.000Z,3074.85,3088.65,3062.5,3082.3,0.24,0.13,"11,04,208"
2023-11-22T18:30:00.000Z,3080,3088,3031.05,3045.65,-1.19,-1.3,"15,14,688"
2023-11-23T18:30:00.000Z,3050,3067,3039.6,3054.25,0.28,0.17,"9,15,121"
2023-11-27T18:30:00.000Z,3054,3059.15,3035,3050,-0.14,-0.25,"12,10,508"
2023-11-28T18:30:00.000Z,3050,3089.9,3049,3083.75,1.11,0.99,"18,01,107"
2023-11-29T18:30:00.000Z,3076.3,3124.55,3058.7,3109.2,0.83,0.71,"31,31,624"
2023-11-30T18:30:00.000Z,3129.95,3197.95,3121.05,3190.65,2.62,2.51,"21,12,908"
2023-12-03T18:30:00.000Z,3285,3347.55,3250,3313.55,3.85,3.74,"30,95,974"
2023-12-04T18:30:00.000Z,3319.05,3325,3279.05,3315.45,0.06,-0.05,"16,59,309"
2023-12-05T18:30:00.000Z,3330,3401,3321,3392.3,2.32,2.21,"20,57,233"
2023-12-06T18:30:00.000Z,3392.3,3409.9,3337.05,3355.6,-1.08,-1.19,"21,28,823"
2023-12-07T18:30:00.000Z,3377,3430,3366,3378.45,0.68,0.57,"24,28,891"
2023-12-10T18:30:00.000Z,3377.95,3405,3360,3385.8,0.22,0.11,"15,34,238"
2023-12-11T18:30:00.000Z,3375,3375,3332,3342.4,-1.28,-1.39,"18,88,423"
2023-12-12T18:30:00.000Z,3352.95,3410,3346.2,3399.8,1.72,1.61,"15,09,107"
2023-12-13T18:30:00.000Z,3425.95,3440,3400.1,3433.1,0.98,0.87,"24,25,646"
2023-12-14T18:30:00.000Z,3435.15,3498.9,3432.85,3488,1.6,1.49,"26,32,935"
2023-12-17T18:30:00.000Z,3496,3506,3466,3491.6,0.1,-0.01,"17,67,429"
2023-12-18T18:30:00.000Z,3488.95,3525,3476.05,3498.95,0.21,0.1,"13,11,700"
