Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
2023-12-19T18:30:00.000Z,3505,3514.6,3412.55,3418.5,-2.3,-2.41,"18,76,048"
2023-12-20T18:30:00.000Z,3390.05,3439.95,3333,3424.15,0.17,0.05,"22,92,802"
2023-12-21T18:30:00.000Z,3424,3496,3408.6,3477.95,1.57,1.46,"16,81,707"
2023-12-25T18:30:00.000Z,3477.95,3508.35,3477.95,3490.05,0.35,0.24,"10,72,263"
2023-12-26T18:30:00.000Z,3510,3549,3504.15,3544,1.55,1.43,"13,89,266"
2023-12-27T18:30:00.000Z,3545,3559.95,3500.5,3518.05,-0.73,-0.84,"33,71,121"
2023-12-28T18:30:00.000Z,3531,3540,3495,3526,0.23,0.11,"9,68,577"
2023-12-31T18:30:00.000Z,3538,3538,3496.05,3525.45,-0.02,-0.13,"7,77,080"
2024-01-01T18:30:00.000Z,3525.05,3525.45,3432,3438.1,-2.48,-2.59,"15,11,464"
2024-01-02T18:30:00.000Z,3433,3465.85,3411.6,3440.35,0.07,-0.05,"12,83,859"
2024-01-03T18:30:00.000Z,3441.05,3480.1,3423,3458.7,0.53,0.42,"16,51,616"
2024-01-04T18:30:00.000Z,3464.95,3555,3460,3521.9,1.83,1.72,"20,69,018"
2024-01-07T18:30:00.000Z,3540,3559.95,3490,3501.1,-0.59,-0.7,"19,93,855"
2024-01-08T18:30:00.000Z,3527.45,3593.75,3520.1,3555.95,1.57,1.45,"18,07,271"
2024-01-09T18:30:00.000Z,3549.95,3558.95,3520,3545.5,-0.29,-0.41,"15,34,821"
2024-01-10T18:30:00.000Z,3545.5,3559.55,3500.55,3504.85,-1.15,-1.26,"11,05,348"
2024-01-11T18:30:00.000Z,3505.05,3578.65,3494.05,3568.8,1.82,1.71,"17,82,631"
2024-01-14T18:30:00.000Z,3576.1,3605.7,3538.05,3543.05,-0.72,-0.83,"17,83,518"
2024-01-15T18:30:00.000Z,3548,3589,3538,3573.5,0.86,0.75,"17,91,818"
2024-01-16T18:30:00.000Z,3555,3614.45,3547.7,3570.95,-0.07,-0.18,"26,99,076"
2024-01-17T18:30:00.000Z,3570.8,3616.95,3525,3596,0.7,0.59,"21,48,898"
2024-01-18T18:30:00.000Z,3603,3655.85,3603,3646,1.39,1.28,"19,13,923"
2024-01-19T18:30:00.000Z,3667,3670,3621.05,3634.5,-0.32,-0.43,"4,68,514"
2024-01-22T18:30:00.000Z,3637.6,3661.35,3536.2,3551,-2.3,-2.41,"17,42,142"
2024-01-23T18:30:00.000Z,3570,3617.95,3521.7,3589.2,1.08,0.96,"37,11,521"
2024-01-24T18:30:00.000Z,3599.9,3618.25,3564.8,3593.45,0.12,0.01,"22,06,540"
2024-01-28T18:30:00.000Z,3604,3733.85,3600.1,3708,3.19,3.08,"20,72,982"
2024-01-29T18:30:00.000Z,3715.95,3737.9,3624.9,3633.3,-2.01,-2.13,"14,54,989"
2024-01-30T18:30:00.000Z,3520,3538,3387.05,3479.75,-4.23,-4.34,"96,37,606"
2024-01-31T18:30:00.000Z,3480,3493.75,3371,3398,-2.35,-2.46,"61,49,780"
2024-02-01T18:30:00.000Z,3402.7,3436.35,3361,3376.05,-0.65,-0.76,"75,79,802"
2024-02-04T18:30:00.000Z,3375.5,3407.95,3318.45,3341.75,-1.02,-1.13,"29,54,238"
2024-02-05T18:30:00.000Z,3346,3427.75,3337.55,3424.25,2.47,2.36,"25,45,192"
2024-02-06T18:30:00.000Z,3445,3447,3389,3394.7,-0.86,-0.98,"20,99,940"
2024-02-07T18:30:00.000Z,3413,3417.8,3293.85,3335.5,-1.74,-1.86,"34,71,727"
2024-02-08T18:30:00.000Z,3336.25,3390,3308.95,3324.55,-0.33,-0.44,"31,21,873"
2024-02-11T18:30:00.000Z,3330,3339.15,3287,3299.55,-0.75,-0.86,"19,22,273"
2024-02-12T18:30:00.000Z,3312,3338.55,3284.1,3321.5,0.67,0.55,"21,51,493"
2024-02-13T18:30:00.000Z,3290.05,3316.95,3263.05,3309,-0.38,-0.49,"25,02,138"
2024-02-14T18:30:00.000Z,3309,3321.95,3290.2,3300.3,-0.26,-0.38,"19,99,189"
2024-02-15T18:30:00.000Z,3304.95,3398,3304.05,3386.75,2.62,2.51,"27,68,329"
2024-02-18T18:30:00.000Z,3400.55,3408,3335.5,3339.85,-1.38,-1.5,"12,16,447"
2024-02-19T18:30:00.000Z,3339.85,3367.75,3328.45,3356.75,0.51,0.39,"15,78,162"
2024-02-20T18:30:00.000Z,3356.9,3356.9,3290.05,3296.4,-1.8,-1.91,"24,30,672"
2024-02-21T18:30:00.000Z,3310,3369,3276.95,3363.75,2.04,1.93,"25,21,388"
2024-02-22T18:30:00.000Z,3363.75,3399.9,3340.75,3387.95,0.72,0.61,"21,07,176"
2024-02-25T18:30:00.000Z,3400,3491.65,3393,3470.15,2.43,2.31,"41,22,419"
2024-02-26T18:30:00.000Z,3475,3512,3451.9,3506.45,1.05,0.93,"21,22,286"
2024-02-27T18:30:00.000Z,3505,3513,3446.15,3470.2,-1.03,-1.15,"16,66,903"
2024-02-28T18:30:00.000Z,3485,3496,3436.45,3477.55,0.21,0.1,"21,19,512"
2024-02-29T18:30:00.000Z,3501.65,3658.35,3500,3633.5,4.48,4.37,"44,07,803"
2024-03-01T18:30:00.000Z,3647.9,3690,3646.2,3655.25,0.6,0.49,"2,46,957"
2024-03-03T18:30:00.000Z,3670,3679.8,3622.05,3644.45,-0.3,-0.41,"13,07,501"
2024-03-04T18:30:00.000Z,3631.2,3644.45,3590.3,3612.6,-0.87,-0.99,"19,81,370"
2024-03-05T18:30:00.000Z,3618,3652.45,3586.05,3642.2,0.82,0.71,"15,00,196"
2024-03-06T18:30:00.000Z,3660.75,3705.15,3643.25,3676.95,0.95,0.84,"23,44,401"
2024-03-10T18:30:00.000Z,3700,3700,3631.45,3640.6,-0.99,-1.1,"17,48,541"
2024-03-11T18:30:00.000Z,3639.05,3672,3613.15,3621.65,-0.52,-0.63,"14,70,377"
2024-03-12T18:30:00.000Z,3634.9,3636.8,3511.9,3538.55,-2.29,-2.41,"25,03,293"
2024-03-13T18:30:00.000Z,3527.05,3636,3522,3608.2,1.97,1.86,"45,28,490"
2024-03-14T18:30:00.000Z,3598,3603,3524.05,3537.15,-1.97,-2.08,"40,54,210"
2024-03-17T18:30:00.000Z,3537.15,3572.2,3526.7,3561.2,0.68,0.57,"13,54,787"
2024-03-18T18:30:00.000Z,3541,3549.5,3481,3501.7,-1.67,-1.78,"14,47,405"
2024-03-19T18:30:00.000Z,3502.75,3524.95,3487.75,3509.7,0.23,0.12,"14,42,811"
2024-03-20T18:30:00.000Z,3525.15,3596,3525.15,3560,1.43,1.32,"25,04,962"
2024-03-21T18:30:00.000Z,3546.2,3647.3,3546.2,3617.8,1.62,1.51,"30,20,545"
2024-03-25T18:30:00.000Z,3605,3676.9,3600,3670.1,1.45,1.33,"23,20,963"
2024-03-26T18:30:00.000Z,3683,3727.2,3670.1,3706.4,0.99,0.88,"23,87,693"
2024-03-27T18:30:00.000Z,3706.55,3813.35,3697.55,3763.9,1.55,1.44,"42,78,668"
2024-03-31T18:30:00.000Z,3780.85,3851.85,3780.85,3838,1.97,1.86,"19,05,190"
2024-04-01T18:30:00.000Z,3849.8,3860,3771.25,3807.4,-0.8,-0.91,"36,08,162"
2024-04-02T18:30:00.000Z,3799.7,3799.7,3770.15,3782.45,-0.66,-0.77,"16,84,618"
2024-04-03T18:30:00.000Z,3804.9,3819.75,3731.05,3797.85,0.41,0.3,"23,39,529"
2024-04-04T18:30:00.000Z,3770.1,3790,3716.25,3743.1,-1.44,-1.55,"16,45,597"
2024-04-07T18:30:00.000Z,3745,3819.8,3743.1,3807.85,1.73,1.62,"10,83,395"
2024-04-08T18:30:00.000Z,3820,3827.95,3775,3785.25,-0.59,-0.71,"19,97,057"
2024-04-09T18:30:00.000Z,3800,3800,3750.1,3753.2,-0.85,-0.96,"19,51,581"
2024-04-11T18:30:00.000Z,3749.95,3802.1,3663.5,3679.25,-1.97,-2.08,"34,37,544"
2024-04-14T18:30:00.000Z,3626.05,3679.85,3586.2,3600.8,-2.13,-2.24,"17,19,910"
2024-04-15T18:30:00.000Z,3580.05,3598.15,3529.45,3543.45,-1.59,-1.7,"22,91,042"
2024-04-17T18:30:00.000Z,3561.95,3617.65,3539.7,3550.95,0.21,0.1,"32,73,257"
2024-04-18T18:30:00.000Z,3525,3542.9,3472.4,3518.35,-0.92,-1.03,"27,59,031"
2024-04-21T18:30:00.000Z,3568.75,3620,3540.95,3612.7,2.68,2.57,"26,05,754"
2024-04-22T18:30:00.000Z,3632.75,3632.75,3588,3610.15,-0.07,-0.18,"14,34,580"
2024-04-23T18:30:00.000Z,3616.55,3654.95,3601.1,3634.85,0.68,0.57,"15,01,234"
2024-04-24T18:30:00.000Z,3616.1,3666,3611.6,3652.3,0.48,0.37,"24,20,380"
2024-04-25T18:30:00.000Z,3652,3660.9,3585,3605.2,-1.29,-1.4,"19,73,113"
2024-04-28T18:30:00.000Z,3606.1,3649.9,3605.2,3634.3,0.81,0.7,"13,96,979"
2024-04-29T18:30:00.000Z,3639,3648.95,3584.05,3594.3,-1.1,-1.21,"15,71,996"
2024-05-01T18:30:00.000Z,3590.05,3634.15,3576.05,3599.5,0.14,0.03,"37,48,847"
2024-05-02T18:30:00.000Z,3610,3622,3488.45,3499.8,-2.77,-2.88,"40,79,696"
2024-05-05T18:30:00.000Z,3522.8,3527,3441.1,3463.3,-1.04,-1.16,"26,14,667"
2024-05-06T18:30:00.000Z,3479.4,3496,3425,3427.75,-1.03,-1.14,"33,76,013"
2024-05-07T18:30:00.000Z,3429,3497.4,3367.8,3486.85,1.72,1.61,"41,16,670"
2024-05-08T18:30:00.000Z,3312.75,3377,3266.65,3275.45,-6.06,-6.17,"1,21,20,574"
2024-05-09T18:30:00.000Z,3281.6,3306.15,3234.6,3271.45,-0.12,-0.23,"41,32,191"
2024-05-12T18:30:00.000Z,3267.05,3315,3225.2,3293.85,0.68,0.57,"35,57,067"
2024-05-13T18:30:00.000Z,3300,3384.9,3293.4,3379.45,2.6,2.49,"28,70,328"
2024-05-14T18:30:00.000Z,3390,3417.4,3353.15,3411.3,0.94,0.83,"27,18,682"
2024-05-15T18:30:00.000Z,3428.95,3468.5,3378.7,3460.6,1.45,1.33,"33,98,714"
2024-05-16T18:30:00.000Z,3475.95,3475.95,3412.15,3450.75,-0.28,-0.4,"26,76,919"
2024-05-17T18:30:00.000Z,3452,3468,3445.8,3464.2,0.39,0.28,"1,41,462"
2024-05-20T18:30:00.000Z,3458,3470.3,3434,3440.95,-0.67,-0.78,"21,00,848"
2024-05-21T18:30:00.000Z,3450.05,3472.7,3435.05,3460.85,0.58,0.47,"14,09,992"
2024-05-22T18:30:00.000Z,3460.9,3601.65,3455,3585.4,3.6,3.49,"45,25,637"
2024-05-23T18:30:00.000Z,3586,3659,3582.3,3625.9,1.13,1.02,"27,40,360"
2024-05-26T18:30:00.000Z,3644.9,3695,3600,3652,0.72,0.61,"25,70,708"
2024-05-27T18:30:00.000Z,3652,3685.25,3646.05,3658.2,0.17,0.06,"14,40,187"
2024-05-28T18:30:00.000Z,3611,3661.85,3610.35,3634.8,-0.64,-0.75,"15,06,146"
2024-05-29T18:30:00.000Z,3626.05,3643.95,3607.75,3634.7,0,-0.11,"27,01,849"
2024-05-30T18:30:00.000Z,3636.4,3744.8,3636.4,3669.3,0.95,0.84,"64,32,341"
2024-06-02T18:30:00.000Z,3855.4,3919.9,3801.1,3897.15,6.21,6.1,"57,67,666"
2024-06-03T18:30:00.000Z,3852,3898,3320,3403.2,-12.67,-12.79,"99,20,882"
2024-06-04T18:30:00.000Z,3441.5,3441.5,3175.05,3409,0.17,0.06,"1,03,72,458"
2024-06-05T18:30:00.000Z,3438,3538.2,3385.3,3482.55,2.16,2.05,"83,74,602"
2024-06-06T18:30:00.000Z,3465.05,3548,3446,3532.5,1.43,1.32,"58,79,660"
2024-06-09T18:30:00.000Z,3521.05,3585,3521.05,3543.75,0.32,0.21,"31,51,257"
2024-06-10T18:30:00.000Z,3570,3639,3551.2,3598.7,1.55,1.44,"25,48,176"
2024-06-11T18:30:00.000Z,3615,3648.95,3578,3630.3,0.88,0.77,"22,42,274"
2024-06-12T18:30:00.000Z,3665.5,3715.9,3635,3703.65,2.02,1.91,"29,65,500"
2024-06-13T18:30:00.000Z,3718,3720,3675,3687.8,-0.43,-0.54,"17,46,508"
2024-06-17T18:30:00.000Z,3708,3710,3675,3689.2,0.04,-0.07,"19,36,792"
2024-06-18T18:30:00.000Z,3690,3699,3575,3589.95,-2.69,-2.8,"29,36,151"
2024-06-19T18:30:00.000Z,3584.95,3613.3,3564.6,3594.45,0.13,0.01,"26,18,715"
2024-06-20T18:30:00.000Z,3604.05,3610,3516,3535,-1.65,-1.77,"45,08,508"
2024-06-23T18:30:00.000Z,3520.35,3567,3505,3531.6,-0.1,-0.21,"23,30,559"
2024-06-24T18:30:00.000Z,3556.5,3591.95,3528,3587.8,1.59,1.48,"21,58,039"
2024-06-25T18:30:00.000Z,3601,3624.9,3592.25,3602.95,0.42,0.31,"24,80,187"
2024-06-26T18:30:00.000Z,3597.45,3601.3,3550,3564.4,-1.07,-1.18,"55,19,875"
2024-06-27T18:30:00.000Z,3540,3575.95,3538.1,3548.45,-0.45,-0.56,"31,41,514"
2024-06-30T18:30:00.000Z,3535.2,3541.4,3514,3526.55,-0.62,-0.73,"29,61,120"
2024-07-01T18:30:00.000Z,3535.05,3634,3535.05,3626.5,2.83,2.72,"50,87,748"
2024-07-02T18:30:00.000Z,3650.35,3650.5,3605,3614.35,-0.34,-0.45,"19,23,801"
2024-07-03T18:30:00.000Z,3616.1,3644,3565.8,3573.3,-1.14,-1.25,"18,51,947"
2024-07-04T18:30:00.000Z,3573.3,3638,3568,3627.15,1.51,1.39,"16,35,209"
2024-07-07T18:30:00.000Z,3640.1,3645.7,3594,3632,0.13,0.02,"17,06,210"
2024-07-08T18:30:00.000Z,3650,3685,3646.1,3666.1,0.94,0.83,"24,25,176"
2024-07-09T18:30:00.000Z,3685.05,3694,3601,3650.05,-0.44,-0.55,"22,31,438"
2024-07-10T18:30:00.000Z,3660,3684.6,3603,3621.1,-0.79,-0.91,"29,42,924"
2024-07-11T18:30:00.000Z,3630,3667.7,3612.7,3649.35,0.78,0.67,"20,01,185"
2024-07-14T18:30:00.000Z,3670,3674,3637,3651.6,0.06,-0.05,"9,43,302"
2024-07-15T18:30:00.000Z,3646.1,3651.6,3621,3636.55,-0.41,-0.52,"22,20,953"
2024-07-17T18:30:00.000Z,3640,3679.25,3598.65,3656.2,0.54,0.43,"32,40,772"
2024-07-18T18:30:00.000Z,3651,3658.95,3610,3618.5,-1.03,-1.14,"24,32,533"
2024-07-21T18:30:00.000Z,3617.9,3661.85,3567.6,3651.45,0.91,0.8,"36,39,057"
2024-07-22T18:30:00.000Z,3669.6,3714,3460,3538.05,-3.11,-3.22,"69,57,691"
2024-07-23T18:30:00.000Z,3549,3557.95,3501,3519.45,-0.53,-0.64,"31,84,060"
2024-07-24T18:30:00.000Z,3539,3630.9,3532.05,3619.15,2.83,2.72,"46,91,483"
2024-07-25T18:30:00.000Z,3629,3701,3596.1,3679.9,1.68,1.57,"26,17,659"
2024-07-28T18:30:00.000Z,3701,3790,3686.6,3774.95,2.58,2.47,"41,59,919"
2024-07-29T18:30:00.000Z,3774.85,3795,3738.6,3784.65,0.26,0.14,"19,79,989"
2024-07-30T18:30:00.000Z,3777.05,3822,3763.1,3815,0.8,0.69,"27,03,636"
2024-07-31T18:30:00.000Z,3810,3838.95,3765.85,3779.3,-0.94,-1.05,"19,98,663"
2024-08-01T18:30:00.000Z,3730.35,3748.9,3657.1,3665.7,-3.01,-3.12,"25,12,525"
2024-08-04T18:30:00.000Z,3597,3607.9,3511.5,3528,-3.76,-3.87,"29,00,685"
2024-08-05T18:30:00.000Z,3548,3634.9,3546,3576.2,1.37,1.25,"21,25,532"
2024-08-06T18:30:00.000Z,3630,3655.75,3610.35,3638.25,1.74,1.62,"16,13,097"
2024-08-07T18:30:00.000Z,3621,3628.75,3547.45,3553.55,-2.33,-2.44,"20,38,088"
2024-08-08T18:30:00.000Z,3600,3605.55,3575.7,3592.05,1.08,0.97,"8,48,232"
2024-08-11T18:30:00.000Z,3579,3611,3563,3571.95,-0.56,-0.67,"19,65,035"
2024-08-12T18:30:00.000Z,3580,3607,3545.2,3551.8,-0.56,-0.68,"13,16,218"
2024-08-13T18:30:00.000Z,3558.95,3578.7,3536.5,3545.2,-0.19,-0.3,"15,84,372"
2024-08-15T18:30:00.000Z,3578,3580.9,3533,3568.35,0.65,0.54,"28,08,865"
2024-08-18T18:30:00.000Z,3599.85,3599.9,3547,3555.05,-0.37,-0.48,"18,98,535"
2024-08-19T18:30:00.000Z,3562,3580,3548,3572.7,0.5,0.38,"12,85,569"
2024-08-20T18:30:00.000Z,3590,3615.3,3581.9,3596.05,0.65,0.54,"17,14,248"
2024-08-21T18:30:00.000Z,3607.05,3612.15,3583.95,3606.5,0.29,0.18,"17,34,927"
2024-08-22T18:30:00.000Z,3606.5,3622,3587.05,3598.55,-0.22,-0.33,"18,25,180"
2024-08-25T18:30:00.000Z,3611,3648,3594.7,3641.9,1.2,1.09,"16,06,911"
2024-08-26T18:30:00.000Z,3642.65,3737,3636,3702.7,1.67,1.56,"33,15,435"
2024-08-27T18:30:00.000Z,3705,3724.4,3685,3689.05,-0.37,-0.48,"12,78,175"
2024-08-28T18:30:00.000Z,3690.5,3710,3651.55,3683.45,-0.15,-0.26,"21,65,489"
2024-08-29T18:30:00.000Z,3718.35,3745,3666.4,3704.65,0.58,0.46,"25,92,912"
2024-09-01T18:30:00.000Z,3706,3721.95,3666.35,3683.1,-0.58,-0.69,"12,77,813"
2024-09-02T18:30:00.000Z,3693.95,3713.95,3666.9,3690.15,0.19,0.08,"12,11,993"
2024-09-03T18:30:00.000Z,3650,3681,3631.1,3650.8,-1.07,-1.18,"19,30,121"
2024-09-04T18:30:00.000Z,3668,3668,3608.4,3624.15,-0.73,-0.84,"29,58,770"
2024-09-05T18:30:00.000Z,3615.1,3623.8,3536.2,3574.75,-1.36,-1.48,"30,96,557"
2024-09-08T18:30:00.000Z,3584,3594,3553.85,3578.3,0.1,-0.01,"14,54,589"
2024-09-09T18:30:00.000Z,3585,3625,3571,3596.15,0.5,0.39,"12,03,483"
2024-09-10T18:30:00.000Z,3595,3603.95,3516.4,3536.95,-1.65,-1.76,"18,65,165"
2024-09-11T18:30:00.000Z,3558,3638.05,3534,3622,2.4,2.29,"37,51,523"
2024-09-12T18:30:00.000Z,3622,3634.75,3600.05,3613,-0.25,-0.36,"17,52,455"
2024-09-15T18:30:00.000Z,3619.15,3670,3613,3662.25,1.36,1.25,"10,45,964"
2024-09-16T18:30:00.000Z,3668,3705,3659.7,3695.2,0.9,0.79,"12,89,060"
2024-09-17T18:30:00.000Z,3689,3757.95,3684.2,3730.45,0.95,0.84,"22,49,929"
2024-09-18T18:30:00.000Z,3750,3750.4,3674,3683.7,-1.25,-1.37,"17,11,564"
2024-09-19T18:30:00.000Z,3700,3809.9,3680.25,3793.9,2.99,2.88,"54,01,701"
2024-09-22T18:30:00.000Z,3800,3838.8,3749,3787.7,-0.16,-0.28,"19,37,874"
2024-09-23T18:30:00.000Z,3787.7,3831.8,3775,3791.6,0.1,-0.01,"26,76,546"
2024-09-24T18:30:00.000Z,3787.55,3813.2,3778,3793.85,0.06,-0.05,"21,13,862"
2024-09-25T18:30:00.000Z,3801,3802.95,3736.4,3762.15,-0.84,-0.95,"27,50,597"
2024-09-26T18:30:00.000Z,3738,3738,3651,3705.65,-1.5,-1.61,"40,95,425"
2024-09-29T18:30:00.000Z,3699,3715.65,3665,3675.55,-0.81,-0.92,"18,37,697"
2024-09-30T18:30:00.000Z,3667,3724,3639.35,3653.5,-0.6,-0.71,"16,74,100"
2024-10-02T18:30:00.000Z,3582.5,3617,3485.4,3497.65,-4.27,-4.38,"53,15,877"
2024-10-03T18:30:00.000Z,3515,3553.55,3468.5,3493.95,-0.11,-0.22,"34,45,879"
2024-10-06T18:30:00.000Z,3505,3512.95,3429,3468.35,-0.73,-0.84,"23,04,227"
2024-10-07T18:30:00.000Z,3492.95,3538.5,3469,3532.4,1.85,1.73,"22,49,452"
2024-10-08T18:30:00.000Z,3542.05,3557.7,3481,3487.1,-1.28,-1.39,"16,45,791"
2024-10-09T18:30:00.000Z,3515,3554.9,3455.5,3460.35,-0.77,-0.88,"26,86,116"
2024-10-10T18:30:00.000Z,3469.4,3497.1,3447,3482.55,0.64,0.53,"12,80,465"
2024-10-13T18:30:00.000Z,3510,3573.85,3501.3,3555.05,2.08,1.97,"19,74,378"
2024-10-14T18:30:00.000Z,3570,3570,3520.15,3551.9,-0.09,-0.2,"12,31,552"
2024-10-15T18:30:00.000Z,3550,3581.9,3513.55,3532.6,-0.54,-0.66,"19,61,835"
2024-10-16T18:30:00.000Z,3549.9,3583,3521.8,3570.3,1.07,0.96,"29,68,537"
2024-10-17T18:30:00.000Z,3569.95,3592.45,3540.25,3577.8,0.21,0.1,"21,02,609"
2024-10-20T18:30:00.000Z,3580,3621.95,3571.3,3585.6,0.22,0.11,"17,50,549"
2024-10-21T18:30:00.000Z,3585,3591.65,3500,3511.9,-2.06,-2.17,"13,63,574"
2024-10-22T18:30:00.000Z,3501.05,3513.95,3443,3455.4,-1.61,-1.72,"21,25,268"
2024-10-23T18:30:00.000Z,3444,3474.6,3416.75,3442.65,-0.37,-0.48,"19,24,421"
2024-10-24T18:30:00.000Z,3425,3435,3315.05,3326.4,-3.38,-3.49,"32,36,774"
2024-10-27T18:30:00.000Z,3316,3373,3262.55,3340.8,0.43,0.32,"29,91,674"
2024-10-28T18:30:00.000Z,3316,3384.4,3316,3380.9,1.2,1.09,"22,53,467"
2024-10-29T18:30:00.000Z,3379.95,3438.4,3353,3408.35,0.81,0.7,"17,85,128"
2024-10-30T18:30:00.000Z,3530,3654.95,3508.35,3622.3,6.28,6.17,"76,37,083"
2024-10-31T18:30:00.000Z,3624.95,3641.9,3620,3626.35,0.11,0,"2,12,796"
2024-11-03T18:30:00.000Z,3624.95,3624.95,3530.9,3574.45,-1.43,-1.54,"17,24,189"
2024-11-04T18:30:00.000Z,3556,3585,3541.9,3574.8,0.01,-0.1,"12,51,506"
2024-11-05T18:30:00.000Z,3594,3659.9,3557.4,3645.45,1.98,1.86,"18,19,732"
2024-11-06T18:30:00.000Z,3647.35,3663,3620,3646.55,0.03,-0.08,"15,81,009"
2024-11-07T18:30:00.000Z,3640.4,3667,3620.65,3660.3,0.38,0.26,"16,22,142"
2024-11-10T18:30:00.000Z,3646,3661,3606,3628.85,-0.86,-0.97,"9,26,127"
2024-11-11T18:30:00.000Z,3650,3651,3580,3591.35,-1.03,-1.15,"11,16,206"
2024-11-12T18:30:00.000Z,3585,3604.85,3535.65,3547.95,-1.21,-1.32,"15,68,694"
2024-11-13T18:30:00.000Z,3558,3565.75,3500.15,3526.25,-0.61,-0.72,"12,91,765"
2024-11-17T18:30:00.000Z,3521.1,3568.3,3510.85,3542.15,0.45,0.34,"12,33,217"
2024-11-18T18:30:00.000Z,3559.9,3607,3495,3505.9,-1.02,-1.14,"18,26,460"
2024-11-20T18:30:00.000Z,3530,3530.55,3452.45,3483.5,-0.64,-0.75,"15,10,581"
2024-11-21T18:30:00.000Z,3500,3613.5,3473.1,3603.5,3.44,3.33,"25,34,018"
2024-11-24T18:30:00.000Z,3660,3761,3654,3753,4.15,4.04,"47,53,829"
2024-11-25T18:30:00.000Z,3754.9,3754.9,3690,3702.6,-1.34,-1.46,"11,41,534"
2024-11-26T18:30:00.000Z,3704,3720,3685,3698.7,-0.11,-0.22,"9,71,816"
2024-11-27T18:30:00.000Z,3700,3720.5,3648,3666.05,-0.88,-0.99,"21,24,283"
2024-11-28T18:30:00.000Z,3635.1,3750,3635.1,3724.8,1.6,1.49,"20,94,305"
2024-12-01T18:30:00.000Z,3706.85,3717.85,3672.9,3704.05,-0.56,-0.67,"11,58,369"
2024-12-02T18:30:00.000Z,3721,3798.85,3701.5,3787.05,2.24,2.13,"32,52,670"
2024-12-03T18:30:00.000Z,3775,3835,3758.05,3789.9,0.08,-0.04,"25,10,166"
2024-12-04T18:30:00.000Z,3810,3884,3760,3831.55,1.1,0.99,"27,65,170"
2024-12-05T18:30:00.000Z,3832,3883.95,3800,3866.7,0.92,0.81,"18,56,562"
2024-12-08T18:30:00.000Z,3867.5,3959,3867.5,3947.3,2.08,1.97,"33,32,753"
2024-12-09T18:30:00.000Z,3955,3963.5,3901.3,3923.15,-0.61,-0.72,"23,49,493"
2024-12-10T18:30:00.000Z,3923.15,3947.65,3902,3916.75,-0.16,-0.28,"12,37,958"
2024-12-11T18:30:00.000Z,3930,3959,3846.95,3859.9,-1.45,-1.56,"18,99,867"
2024-12-12T18:30:00.000Z,3859,3898,3794.2,3887,0.7,0.59,"23,00,361"
2024-12-15T18:30:00.000Z,3882,3914.4,3857.25,3877.85,-0.24,-0.35,"9,18,660"